Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8,Lead 9,Lead 10,Lead 11,Lead 12,Lead 13,Lead 14,Lead 15,Lead 16,Lead 17,Lead 18,Lead 19,Lead 20,Lead 21,Lead 22,Lead 23,Lead 24,Lead 25,Lead 26,Lead 27,Lead 28,Lead 29,Lead 30,Lead 31,Lead 32,Lead 33,Lead 34,Lead 35,Lead 36,Lead 37,Lead 38,Lead 39,Lead 40,Lead 41,Lead 42,Lead 43,Lead 44,Lead 45,Lead 46,Lead 47,Lead 48,Lead 49,Lead 50,Lead 51,Lead 52,Lead 53,Lead 54,Lead 55,Lead 56,Lead 57,Lead 58,Lead 59,Lead 60,Lead 61,Lead 62,Lead 63,Lead 64,Lead 65,Lead 66,Lead 67,Lead 68
-12648.24609,-171277.75,-170096.75,391425.25,482924.25,101907.25,-281621.75,75532.75,409766,73428,234951.75,148049.5,359331.25,-192396.5,71785.75,29141.75,185286.25,161168.5,242906.25,129234,161441.75,41026,43687.75,-318058.75,134050.25,349315.25,320372.5,84044.25,99313.75,91228,207485.75,258349.5,-13557.99609,331934.75,-52677.49609,-171359.75,-57182.74609,185045.75,112236.5,53185,9909.5,158907.25,-45184.49609,31157.5,-71126.75,344803.75,171854,89344.75,130984.5,149979.75,95098.75,-125273.75,-156682.75,70974.75,950088,215641.5,6656,120518.5,163192.25,-2806.496094,-210097.5,37740.75,165886.5,-126599,-711656,-717153.25,-329992,-270583.25
-12542.49609,-171154.5,-170062.25,391436.5,482911,101878.25,-281733.5,75652.25,409802,73448.25,234984.5,148030.5,359324.25,-192329.5,71848.5,29261.25,185224.5,161163.25,242927.25,129230.5,161416.5,41008.25,43694,-317990.25,134086.5,349196.25,320289.75,83871,99124.75,91171.5,207448.25,258345,-13333.24609,332389.25,-52244.99609,-171410.5,-57019.74609,185118.75,112367,53251.25,10007.75,159140,-44743.74609,31563.5,-70976.5,344921.25,171867.75,89386.75,131075.25,150038,95176,-125225.75,-156621,70902,950008.5,215675.75,6684.5,120448.25,163200.5,-2751.496094,-210045.5,37800.5,165771.75,-126638,-712262.75,-717230.25,-330292.75,-270864.75
-12494.99609,-171118.25,-170089.5,391428,482900.25,101873,-281680.5,75600.5,409782.25,73430,234941.75,148075.75,359257.5,-192353.25,71645.75,29246,185198.75,161078,242894.5,129207.5,161351,40942.75,43605,-317974.75,133959.5,349099.75,320248.75,83910,99156.25,91214.75,207475.75,258365.75,-13342.99609,332573,-52309.49609,-171422.25,-57008.99609,185167.25,112287.75,53109.25,9873,158903,-44589.74609,31532.75,-71026.5,344872.75,171874.5,89362.5,131082,149999.25,95252,-125366.25,-156881.75,70946.75,950111.5,215666.5,6602,120508,163158,-2737.246094,-209667.75,37889.25,166028.75,-126529.5,-712241.75,-717016.5,-330549.25,-271093
-12103.24609,-170876.75,-169878.25,391643.25,483133.25,102073.75,-281458.25,75773.5,410000.75,73638,235150.5,148264.75,359463.25,-192224.5,71765,29270.5,185279,161182,243028.75,129236.25,161415.5,40952.25,43665,-317830.25,133846.75,349027.25,320106.25,83756.25,99032.5,91234.5,207557.5,258476,-12928.49609,332898.75,-52093.99609,-171072.25,-56859.49609,185353.5,112508.25,53353,10224.5,159201,-44172.74609,31794,-70774.25,345100.75,172171.5,89536.5,131287,150177.75,95454,-125201.5,-156479.75,71173,950375.5,215835,6754.5,120716.25,163327.75,-2622.496094,-209052.75,37953.25,166498,-126734,-712163.75,-716607.75,-329914.25,-270508.25
-12448.49609,-171029.25,-170238.25,391578.5,483073,102004,-281462.75,75517.75,409917,73557.25,235123,148178.75,359412.5,-192323.5,71723.75,29223,185232,161193.25,242969.25,129249.5,161389,40960.5,43587.75,-317859.75,133864.75,349062.75,320162.25,84021.5,99281.75,91237.75,207517.75,258487.25,-13146.49609,332422,-52088.99609,-170852.75,-56893.99609,185348,112461.75,53271.25,10198.5,159317.5,-44301.74609,31803,-70844.75,345122,172125.75,89530.75,131285,150157,95365.75,-125508.75,-156391.25,71136.25,950346.5,215758.25,6696.25,120669.75,163267,-2615.746094,-209053.25,37921.25,166960.25,-126720,-712443.25,-716987.75,-330027,-270833.25
-12466.24609,-170727.75,-169966.75,391703,483053.75,101980.25,-281325.75,75602,409737.75,73555.5,235150.75,148165,359398.25,-192299.25,71764.75,29216.75,185207.75,161162.75,242991,129260.5,161446.25,40954.25,43642.25,-317906.25,133941.75,349195,320296.5,84128,99368.25,91234.5,207519,258510.75,-13050.74609,332576,-51765.49609,-170535.75,-56764.24609,185402,112629,53380.75,10308.25,159549.75,-44342.49609,31860.5,-70814.25,345174.25,172187.5,89538.5,131352,150180.5,95345.5,-125427,-156236.25,71172.25,950510.25,215850.25,6708.5,120682.25,163338.75,-2546.496094,-208893.5,37920.25,167126.25,-126711,-712622.5,-717406,-330522.5,-271141.25
-12444.24609,-170704.5,-170049.25,391661.25,483055.5,101953.75,-281257.25,75543.75,409710.75,73553.75,235168.75,148189.75,359408,-192381.25,71594.25,29195.25,185187.5,161150.25,242952.5,129205.5,161378.75,40923.5,43567.5,-317848.25,133963.75,349104.25,320248.5,84184.75,99387.25,91188.5,207480.75,258502.5,-12968.74609,332755.25,-51938.49609,-170476.5,-56726.99609,185450.5,112616.5,53303,10145,159377.25,-44680.74609,31888,-70823.75,345186,172234,89545.25,131349.5,150183.75,95253.5,-125232.5,-156150.75,71176,950526.5,215856,6752.25,120673,163396,-2524.996094,-209060,37994.25,166907.5,-126587,-710751.75,-716915.75,-330429.25,-270945.75
-12558.74609,-170775.25,-169793,391795.75,483180,101971,-281230.5,75291.25,409847,73637.5,235306.25,148326,359474.5,-192309.75,71699,29210,185271,161235.75,243050.75,129244.5,161404.75,40991.25,43642,-317719.25,134049.75,349141.5,320271,84222.25,99506,91196.25,207537.25,258575.75,-12988.99609,332862,-52066.74609,-170566.75,-56606.74609,185490.5,112618.75,53288.5,10065.5,159257.25,-45038.99609,31633,-70790,345245.75,172280.75,89692.5,131410.25,150267.75,95308.75,-125032.25,-156095.75,71310.75,950579,215874,6805.5,120754.25,163487.75,-2420.746094,-209310.25,38210.5,166581.25,-126491.5,-708445.75,-715934.25,-329864,-270615.5
-12626.74609,-170786.75,-169713.75,391785.25,483162.75,102073,-281387,75173,409947.25,73720.5,235326,148359,359560,-192200.25,71810,29232.5,185303.75,161277.25,243074.25,129208.5,161427.75,40968,43638.25,-317653,134033.5,349183.25,320298.75,84162.25,99415.75,91212.25,207531.5,258628.25,-13132.24609,332604.5,-52229.24609,-170728,-56668.99609,185527,112683.75,53279.75,10170.75,159291.5,-45132.74609,31628,-70805,345296.25,172284,89694.5,131394,150231.25,95233.75,-125304,-156345.25,71177,950437.5,215890.5,6816.5,120673.25,163376.25,-2517.746094,-209885,38098.75,166047.5,-126522,-709987.75,-716496.25,-330178.5,-270517.5
-12528.99609,-170620.5,-169671,391866.5,483336.5,102274.75,-281426,75548.25,410209.75,73883.25,235467,148450,359685.25,-192042.5,71822,29284.5,185411.5,161328,243158,129248,161443.5,40989.5,43727,-317804.25,134025.75,349166.5,320270.5,83900.75,99187.75,91222,207559.5,258661.5,-12983.99609,332382.5,-52022.74609,-170460.5,-56614.99609,185636.5,112809.75,53482.25,10331.75,159563.75,-44831.49609,31948.5,-70634,345410.5,172344.75,89801.5,131507.5,150358.5,95348.5,-125331,-156407.75,71269.5,950391.75,216018.75,6878.25,120720.75,163393.5,-2562.496094,-210006,37980,165781.75,-126663.5,-710895.5,-716542,-329845.5,-270274.25
-12378.49609,-170660,-169672.75,391834.25,483236.75,102119.75,-281406.75,75421.5,409945.25,73859.25,235368.5,148446.75,359655.75,-192159.75,71718.5,29247,185384.5,161310.75,243119,129272.75,161430.5,40972.25,43615.25,-317865.5,134008.75,349130.25,320276.5,84089.75,99340.75,91202.25,207615.5,258692,-12951.74609,332454.25,-51983.49609,-170289.5,-56607.24609,185585.75,112748.75,53364.25,10376.5,159495.75,-44873.24609,31901,-70689,345389.5,172368.5,89822.5,131533.25,150402,95400.5,-125312.25,-156305.75,71358.25,950362.5,216007.25,6890.75,120842.75,163479.75,-2426.996094,-209469.5,38199.25,165933.25,-126485,-712079,-716903,-329926.75,-270514.25
-12501.49609,-170521.5,-169507.5,391777,483051,102088.75,-281224,75560.75,409584,73597,235288.5,148305.75,359451.25,-192245.25,71679.25,29247.75,185317.75,161207.25,243061.25,129222.75,161386.5,40936.75,43623.5,-317834.75,133965.75,349103.75,320247.75,84037.75,99292.25,91194.5,207557.5,258669,-13083.24609,332714.5,-52152.99609,-170355,-56640.24609,185536.5,112680.5,53291.75,10392,159349.25,-44809.74609,31902.25,-70688.75,345299.5,172344.75,89793,131505.25,150358.75,95390.75,-125354,-156329.75,71321.25,950455.25,216011.75,6919.75,120837,163494,-2401.496094,-209202.25,38270,166282.25,-126431.5,-712079.75,-716498.5,-329865.75,-270460
-12474.99609,-170646.75,-169500,391773,483031,101981.75,-281435.5,75417.75,409629.25,73568,235297,148319,359396,-192462,72011.75,29389.75,185322.5,161195.5,243062.75,129247.25,161395.5,41018.5,43707.5,-317737.25,134078.5,349177,320291.5,84073.75,99315.25,91215.25,207568,258617.5,-13072.24609,332816.75,-52070.49609,-170275.25,-56648.99609,185498.25,112645.75,53248.5,10370,159502,-44735.49609,31830,-70715.75,345310.75,172307.75,89839,131489.5,150352,95419.75,-125414.25,-156641.25,71268.5,950585.5,215993.25,6877.25,120722,163368,-2577.496094,-209070.25,37980.25,166669.75,-126701.5,-711774.75,-716437,-329781,-270396.25
-12383.99609,-170603.75,-169498.75,391783.25,483050.25,101963,-281365.5,75432.25,409739.75,73613.75,235250.25,148302,359415.5,-192445,71753.75,29283,185274,161172.75,243015.75,129210.75,161402,41015.5,43668,-317823,134065.25,349252.5,320345.25,84149.5,99407.5,91177.25,207575.25,258607,-13067.49609,332899,-51921.74609,-170329.75,-56635.49609,185484,112631.75,53294,10380,159655.5,-44784.49609,31905,-70717.5,345269,172321.75,89763,131507.5,150377.5,95432,-125489.5,-156893.75,71296.5,950778.25,215986.5,6833.75,120724.75,163383,-2567.496094,-209127.25,37996,167095.5,-126555,-711634.5,-716522,-330109.25,-270654.75
-12287.24609,-170668.25,-169571.25,391710,482980.75,101890.25,-281413.75,75548.5,409778.5,73583,235215.75,148221.25,359394.5,-192272.75,71805.5,29099.5,185224,161139.5,242921.5,129166.25,161347.75,40894,43598.25,-317884.75,133938,349144.75,320291.25,84098.25,99415,91119.5,207534,258588,-13018.49609,332961.5,-52233.74609,-170897.75,-56758.74609,185376,112519.75,53215,10197,159451,-45053.49609,31898.25,-70831.25,345180.75,172220.25,89610.25,131423.5,150288.75,95256.5,-125785.25,-156844.5,71155.75,950691.5,215983.5,6852,120674,163318,-2505.996094,-209118.5,37984.5,166984,-126596.5,-710764.75,-716606,-330013.5,-270737
-12262.74609,-170777.25,-169569.25,391804.25,483136,101808,-281450.5,75669.25,409800.25,73702.25,235321.75,148379.25,359541.75,-192206.25,71781.75,29044,185335.25,161272,243131.5,129273.75,161458.25,40972.75,43642.75,-317855.25,134031.25,349244,320379,84195,99471.25,91260.75,207688,258738.25,-12981.99609,333096.25,-52235.49609,-170866.5,-56640.24609,185515.75,112611.75,53495.25,10213.25,159088.25,-45054.99609,31996,-70665.25,345319.25,172364,89765.5,131544.75,150438.5,95366,-125413.25,-156483.5,71325.75,950906.5,216114,6973,120862.5,163536.5,-2354.246094,-209060.5,38177.25,166927,-126379.5,-709613.25,-716309.75,-329843.5,-270503.75
-12683.74609,-170769.75,-169632,391785,483057.75,101730.25,-281460.5,75959.75,409749,73674.75,235330,148340.25,359546,-192140,71746.75,28987,185321,161279,243081.75,129259.75,161457.5,40910.25,43602.75,-317872.5,133931.75,349160.75,320313,84040,99375.5,91229.75,207663,258712.5,-13215.24609,332945.25,-52513.99609,-171033.25,-56531.49609,185525,112696.5,53592.5,10343.5,158933.5,-45052.74609,31999,-70672.75,345373.5,172345.75,89794.5,131537.5,150441.25,95399.75,-125139.25,-156463.25,71288.25,950808.25,216050.5,6959.5,120899.75,163573,-2381.496094,-209278,38130.25,166416,-126519,-710701.75,-716550.5,-330094.25,-270500.5
-12850.74609,-170831.5,-169895.75,391699.75,483096,101835.5,-281546,75909,409757.25,73696.5,235269,148235.5,359501.75,-192201.5,71608.5,28902,185188.75,161219.5,242997.5,129258.75,161376.25,40847.25,43496,-318061.25,133909.75,349135.5,320333.75,83944.25,99181.75,91210.5,207610.75,258628.25,-13306.49609,332781.25,-52635.99609,-171074,-56581.24609,185410.75,112527.5,53424.25,10237.25,158960.5,-45204.74609,31679,-70863,345213.5,172164.25,89675.5,131422,150297,95342.5,-125251,-156621.25,71195,950567.25,216008.75,6862,120800.75,163449.5,-2494.246094,-209564.75,38028,165867.25,-126588,-711780.75,-717518.5,-330150,-270789.25
-12391.74609,-170497.25,-169657,391855,483302.25,102222.75,-281240.5,76145,409958.25,73822.25,235381.25,148340.75,359617.75,-192041.25,71764.25,28965.75,185243.25,161324.25,243063,129264,161426.5,40864,43550,-317857.5,133841.5,349098.25,320233,83832.25,99134.75,91244.75,207714.5,258706.25,-12981.49609,332526,-52346.74609,-170796.75,-56644.74609,185512,112584.25,53528,10457.75,159277,-45308.74609,32124.5,-70707.75,345264.5,172236.75,89711,131495.25,150463,95521.25,-125653,-156514.75,71369,950640,216057.75,7013.75,120911.25,163570,-2388.746094,-209783.5,38103,165920.75,-126585.5,-712900.5,-718166.75,-330285.75,-270744
-12198.74609,-170743.25,-169794.5,391874.5,483393.25,102344.25,-281148.5,76251.25,410010.5,73850.75,235327,148385.5,359570.5,-192142,71712,29057.25,185222.5,161316.25,243035.5,129228.5,161361,40825,43509.25,-317830.75,133741.5,348963,320063.75,83873.25,99132.5,91216.5,207723.75,258682.25,-12823.49609,332263,-52179.99609,-170455.5,-56731.99609,185466.25,112571.5,53440,10521,159296.75,-45374.74609,32194,-70684.25,345245,172221.25,89736.75,131498.25,150484.5,95659.75,-125744,-156475.5,71427.75,950650.5,216015.5,6926.75,120849.75,163477.75,-2566.246094,-210206.25,37958,166068.25,-126837,-713832,-717659.25,-330600.75,-270949.5
-12502.49609,-170924,-169871,391786.75,483324.25,102402.5,-281355,76115,409918.75,73754,235220.25,148315.75,359562.5,-192224,71596.5,29096.25,185129,161289,243010.5,129277.5,161368.75,40778.75,43488,-318044.75,133702.5,349055.5,320238.5,83882.75,99173,91241.75,207705.75,258666.75,-12964.24609,332452.75,-52061.24609,-170028.25,-56728.49609,185419.5,112515.25,53373.25,10717.5,159390.75,-44967.49609,32071.5,-70731.5,345209.5,172186.25,89708.75,131456.5,150402.25,95617,-126108,-156545.75,71353.25,950616.25,216022.5,6965,120857.25,163511.75,-2544.996094,-209749.5,38005.25,166545.5,-126664.5,-712120.75,-716739.75,-329618.75,-270252
-12680.24609,-171191.5,-169944.25,391654.75,483208.25,101922.25,-281650,75749.75,409754,73664.75,235137.5,148169,359399.75,-192384,71311.75,29100.5,185070,161145.5,242913.5,129252.5,161306.5,40786,43431.5,-318086.75,133706,349051.5,320191,83885.5,99145.25,91192.75,207634.25,258632.5,-13061.49609,332629.25,-52050.24609,-169824.5,-56757.24609,185284.25,112351.75,53193.25,10278,159163.5,-44956.24609,31843.5,-70906.75,345101,172082,89608,131322.25,150278.25,95424.25,-126140.5,-156507.25,71227.25,950685.25,215958.75,6929.5,120836.75,163518.75,-2479.746094,-208897.5,38073.5,167018,-126502,-711521.25,-716426.5,-329438,-270209.5
-12501.49609,-171156.25,-170004.5,391732.25,483357,101820.75,-281629.75,75654.75,409926.75,73759.25,235219.75,148304.5,359525.75,-192312.75,71413,29065,185073,161221,243024.25,129220.5,161326.5,40770,43428.75,-318119,133622.5,348833.25,320039.5,83656.75,98936.5,91154,207662,258636,-12966.74609,332844,-52080.49609,-170367.5,-56821.49609,185416,112493.75,53413,10301.25,159060.5,-45089.24609,31771.75,-70863.5,345231.5,172168.25,89640.25,131394.75,150289.75,95273.25,-125594.25,-156506.75,71220.25,950824.75,216044.75,6954.25,120865.75,163484.75,-2455.496094,-209258.25,38115,167227,-126584,-708936.25,-714813.25,-329174.25,-269864.75
-12452.49609,-171205,-170007.25,391770.75,483338.75,102033.5,-281627.5,75478.5,409831,73751.5,235259.75,148267.25,359522.75,-192338,71494.25,28968.5,185163,161164,243010.5,129172.75,161301.5,40717,43415.5,-318122,133576.25,348864.75,320043.5,83926.5,99164.75,91146.5,207642.75,258641.25,-12939.49609,332828.5,-52201.74609,-170850,-56877.74609,185385.75,112586,53549.75,10273.75,158900.5,-45337.49609,31782.75,-70842.25,345262.5,172187.75,89693.75,131422,150276.25,95185.75,-125506.75,-156795.75,71099,950767.5,215982,6883.25,120715.25,163300.25,-2775.246094,-209679.5,37762,166867.75,-126965.5,-708948.25,-715972.5,-330310.25,-270737
-12272.49609,-171037,-169796,391767.25,483298,102033.25,-281624,75393.5,409661.75,73706.5,235294.75,148271.25,359464,-192418.25,71732.75,28821.25,185186.75,161178.5,243045.75,129226.5,161373.25,40735.25,43443.25,-318046,133627.5,348874.75,320063.75,83643,98907.75,91176.25,207695,258650,-12813.99609,332914.75,-52239.99609,-170930.75,-56739.74609,185437.75,112598.25,53491.5,10252.75,159067,-45427.74609,31959.75,-70768.5,345228.75,172203.75,89733.25,131416.25,150347,95285.25,-125943.75,-157045.75,71089,950790,216001.75,6933,120726.5,163335,-2635.246094,-210064.5,37732,166600.25,-126996,-709857,-715745.25,-329715,-270432.5
-12360.99609,-171012.5,-169872.25,391649.5,483103.25,101847.25,-281902.25,75155.25,409510.75,73553,235125.75,148160.75,359316.75,-192498,71601.25,28639.5,185131.75,161137,242913,129195.25,161343.75,40653.25,43329.25,-318206.25,133668.75,348999.75,320166.25,83622,98866,91193.25,207637.75,258588.75,-13031.74609,332660,-52625.49609,-171197.25,-56885.99609,185273,112433.25,53265,9786.75,158942.75,-45473.24609,31676.25,-70858,345138.25,172086.25,89622.5,131342,150240.75,95241.5,-126196.5,-157336.5,71052.75,950509.5,215859,6871,120621.5,163249.25,-2852.996094,-210559.5,37691.5,166034.75,-126903.5,-710992.5,-716827.75,-330922.5,-271099.75
-12268.74609,-171156,-169788.5,391699.75,483173.5,101957,-281641.75,75668.5,409438.5,73589,235192.5,148211.75,359398,-192357,71428,28572.25,185223.25,161166.5,242932,129254.5,161364.5,40635.75,43388,-318388.75,133724.25,349089,320233.75,83519.5,98775,91183.75,207615.25,258605.5,-13059.24609,332702.75,-52515.74609,-171084.25,-56815.24609,185354.5,112533.5,53319.5,9673.25,159012.5,-45513.49609,31698.5,-70873.25,345168.25,172110.75,89667,131373.25,150247.5,95137,-126371,-157188,70963.5,950369,215900.25,6793.75,120577.5,163174.75,-3019.496094,-211029,37426.5,165710.5,-127146.5,-711717.75,-717365,-330671.5,-271471
-12567.49609,-171626.25,-170008.75,391699.25,483146.75,101962.5,-281855.25,75178.25,409821.75,73643,235172.5,148227,359507,-192230.5,71140.5,28499,185279.5,161206,242993,129217,161358,40630,43315.25,-318695.25,133639.75,349156.5,320329.25,83377,98616.75,91214.25,207575,258616.5,-13307.74609,332493.75,-52629.24609,-170949,-56879.99609,185334.25,112446.25,53112.25,9620,158829,-45697.99609,31407,-71030.5,345107.75,172131.5,89615.5,131333,150113.5,94939.75,-126546.75,-157467.25,70831.75,950302.75,215818.25,6700.5,120541.75,163041.25,-3064.496094,-210810,37417,165740.75,-127189.5,-711816.75,-717281.25,-330817.25,-271463
-12805.49609,-171527.75,-170123.25,391718.75,483118.5,101918.5,-281942,75011.75,409662.5,73552.25,235127,148169.25,359391,-192453.75,71122.25,28669.25,185105.5,161113.5,242887,129217,161357.75,40685,43358.75,-318683.25,133703.5,349100.75,320261,83680.75,98930.75,91182.75,207484,258535.75,-13440.24609,332040.25,-52715.74609,-170647,-56935.24609,185360.25,112432.75,53110.75,9733,158727,-45724.24609,31177.5,-71156.75,345037.75,172115.25,89557.75,131278.5,149998.25,94686.25,-126341.75,-157411,70692.75,950184,215742.5,6674.25,120474.25,163047.5,-3013.746094,-210753,37481.75,166054.5,-127084.5,-712314.5,-716902.5,-330966.25,-271558.25
-12817.99609,-171186.75,-169789,391875.25,483333.25,102095.5,-281967.25,75080,409687,73737,235342.75,148272.5,359521.5,-192529.5,71301.5,29008,185095.5,161182,242991.75,129210.75,161425.75,40896,43537,-318426.5,133992.25,348994,320123.75,83361,98637.5,91165.75,207610,258659,-13300.49609,331919.75,-52500.24609,-170350,-56639.74609,185556.25,112607,53348.5,10140.5,158911.5,-45522.99609,31424.75,-70978,345215.75,172317.25,89735.75,131435.5,150194.5,94996.25,-126264,-157376.5,70906,950425,215878.5,6726,120562.75,163074.25,-3041.746094,-209935.5,37473.5,166540.5,-127087.5,-711666.75,-717037.25,-330261.5,-271134.5
-12799.99609,-171077.5,-169667.75,391907.75,483535.75,102300.25,-281854,75179.75,409923.75,73846,235447.5,148370,359572.25,-192415.5,71375.25,29105.25,185163.5,161239,243048.5,129281.25,161417.75,40903.25,43541.5,-318397.25,133842.25,349019,320140,83196.5,98472.5,91214,207644.75,258677.5,-13299.74609,331755.25,-52542.49609,-170305.5,-56680.74609,185624.5,112693,53289.75,10314,158953.75,-45439.24609,31156,-71002.5,345295.75,172386.25,89829,131498,150198.75,95051,-125870,-156893,70902,950593.5,215933.5,6827.25,120565.25,163115,-3144.746094,-209629.25,37225,166975.5,-127271,-711429.25,-716512,-330515.75,-271155.75
-12606.24609,-170829.75,-169527.25,392050.5,483488.25,102172,-281793.25,75316.5,409987,73937,235515.5,148496,359624.5,-192374.25,71477.75,29080,185172.5,161338,243094,129264.25,161404.75,40839.75,43459.75,-318459.75,133551.25,348843,320010.25,83005.25,98280.25,91234.5,207688.25,258819.5,-13248.99609,331860.25,-52453.49609,-170523.25,-56498.24609,185815,112914,53429,10494.25,159135.25,-45132.74609,31462,-70824.75,345429.75,172557.5,89951.25,131677,150313.75,95169.5,-125828.5,-156920,70889,950772.5,216014.5,6869,120554,163069.5,-3180.246094,-210041.5,37113.5,166902.75,-127371.5,-711067.5,-716205.25,-330031,-270900.75
-12592.99609,-170638.75,-169432.25,392097.5,483425.25,102001.75,-281769.5,75439.25,409944.25,73889.25,235572.25,148481.75,359599.75,-192400.25,71281,28981.5,185052,161279.25,243071.5,129221.5,161341.25,40658,43338.5,-318582.25,133469,348827.75,320011.75,83397.25,98667.25,91232.75,207656,258752.75,-13179.24609,332162.5,-52354.49609,-170354,-56406.24609,185916.75,112911.75,53606.25,10678.75,159361.75,-44817.99609,31797.5,-70635,345534.25,172608,89937.75,131674.5,150443,95325,-125356,-156832.5,71017.25,950711.25,216023.5,6914,120607.75,163110.25,-3119.746094,-210232,37252.25,166746.5,-127104,-710606.75,-716378.75,-330462.75,-271200
-12466.24609,-170486.25,-169437.25,392144.75,483377.5,102027,-281605.75,75357.25,409845.5,73868.5,235567,148477.75,359595.5,-192442,70985.75,28776.5,184971.25,161191.75,243041.5,129212.25,161327.25,40556.75,43185.75,-318630.75,133375.5,348767.75,319942.75,83367.75,98628,91204.5,207571,258735.25,-13222.99609,332363.75,-52325.24609,-170339.75,-56416.99609,185818.5,112918.5,53538,10449.75,159191.25,-44888.99609,31741.5,-70707.5,345457.75,172602.75,89917,131619.5,150361.75,95283,-125211.5,-156822.5,70945,950472,215972.5,6796.75,120567.75,163089.5,-3100.746094,-210408,37302,166287,-126981,-712206.25,-717019,-330409.5,-270981
-12242.74609,-170507.25,-169437,392164,483379.5,102115.75,-281547.75,75369.75,409928.5,73917.5,235627.75,148481.5,359650.25,-192404,71091,28799.75,185077.75,161271,243028,129218.5,161349.5,40571.25,43253.5,-318525.75,133456.75,348848,319967.75,83313.75,98640,91204.75,207642.75,258766.75,-13104.74609,332711.25,-52195.49609,-170486.5,-56413.99609,185869.25,112922.75,53508.5,10237.25,159138,-44964.49609,31638.25,-70675.75,345520,172664.5,89936,131641.25,150363.75,95196.5,-125292.75,-156788.75,70862,950345.75,216021.5,6857.25,120549.75,163082.25,-3084.496094,-210689.75,37302.5,165855.5,-126933.5,-712527.25,-716291,-330111.5,-270665.5
-12231.74609,-170507.25,-169372,392256,483441.25,102099,-281524.25,75519.25,409911.75,73954.25,235645,148562.25,359609.25,-192385,71457.5,28833,185124.5,161290.25,243082.5,129226.75,161341.25,40633,43266.25,-318433.5,133460.25,348850,319983.5,83250,98532.25,91185.75,207571,258760.25,-12840.49609,333064,-52056.74609,-170421,-56344.49609,185951.5,112996.75,53555.25,10344,159245.75,-44936.24609,31804,-70610,345590.5,172741,89989.25,131658,150403.25,95177.5,-125209,-156967.5,70799.75,950168.25,215977.5,6717.5,120446.75,162889.25,-3300.246094,-210694.75,36837,165621,-127464.5,-711829.5,-715981.25,-330047.5,-270684.25
-12337.74609,-170661.75,-169699,392099,483319,101948,-281587.25,75369.75,409745,73811.75,235498.75,148427.5,359509.5,-192443.25,71697.25,28716.75,185080.75,161197.75,242974.5,129176.5,161327,40595.25,43209.75,-318513.75,133498,348907.25,320037.25,83348.5,98624.75,91150.75,207509.75,258641.5,-12997.99609,332910.75,-52326.99609,-170754.25,-56561.24609,185823,112794.25,53328.5,10129.25,158888.5,-45223.74609,31523.75,-70805.25,345410.75,172590.75,89888.5,131525,150241.75,95068,-125555.75,-157107.5,70692.5,950071.25,215883.75,6706.75,120406.75,162857,-3304.746094,-210636.75,36937.5,165765.25,-127301,-711843,-716207.25,-329980.75,-270831
-12246.49609,-170559.25,-169763.25,392051.75,483227,101874,-281576.5,75428.75,409691.25,73785.5,235510,148456.5,359543.75,-192430.75,71484.75,28601.5,185062.25,161217.25,243026.75,129222.75,161327.25,40593.75,43228.5,-318494.75,133573.5,348954,320118.75,83371.25,98668.5,91217,207609.5,258625.5,-13067.24609,333049,-52234.24609,-170721,-56488.24609,185794,112803,53399,10305.25,159027.75,-45160.99609,31700,-70679.5,345453.25,172594.75,89895.5,131577.25,150370.5,95237.75,-125713,-157260,70768.75,950198.75,215943,6783.5,120481,162999.25,-3159.496094,-210011.75,37144,166284.25,-126993,-711582.5,-716468.5,-329956.75,-270913
-12145.99609,-170697.25,-169782,391970,483169.5,101777.25,-281545.25,75462,409607.5,73692.25,235437,148395,359481.75,-192411.5,71296.75,28628.5,185058.25,161190.75,243077.25,129215,161306,40587.25,43238.5,-318597.25,133546.75,349007.75,320117.25,83434.25,98683,91209,207603.5,258622.75,-12930.99609,333126.75,-52124.99609,-170395.25,-56486.99609,185766.75,112831.5,53347.5,10337.75,159242,-45499.24609,31881.75,-70677.75,345439,172574.75,89792.75,131634,150422.75,95300.75,-125685.5,-157385.75,70869.75,950383.75,215938.5,6828,120494.25,163037.25,-3099.746094,-209661,37337.25,166878.75,-126790,-710243.5,-716247.5,-329934.75,-270974.5
-12059.49609,-170723.5,-169727.75,391953,483125.5,101748.75,-281523.75,75443,409566.5,73714,235454.25,148382.5,359487,-192463,71364.5,28638.5,185093,161214.25,243097.5,129278.75,161333.25,40614.75,43298,-318519.25,133590,349047,320152.75,83647.25,98941.75,91248.5,207611.5,258678.25,-12856.49609,332992.25,-52106.49609,-170308.5,-56532.49609,185808.25,112924.25,53522.25,10459.5,159022.75,-45249.74609,32020.5,-70551.25,345537.5,172586.75,89814.5,131701.75,150498.5,95393,-125575.75,-157588,70994.5,950567,215976,6895.25,120575.25,163133.25,-2994.246094,-209554.25,37411.25,167159.25,-126598.5,-710623.5,-716138.75,-329535.25,-270520.75
